"id","player","pos","team","avg_projection","overall_ecr","adp_average","CBS","ESPN","FFToday","FanDuel","FantasyPros","FantasySharks","RTSports","adp_yahoo","adp_espn"
"17060","DJ Giddens","RB","IND",27.34,280.87,NA,21.4,12.2,18.5,62.76,NA,1.2,48,NA,170.1
"15909","James Mitchell","TE","CAR",27.24,NA,NA,NA,NA,NA,25.97,NA,NA,28.5,NA,NA
"16385","Emari Demercado","RB","DAL",27.12,294.49,NA,29.7,25.4,25.6,NA,NA,3.1,51.8,NA,170.2
"15777","Calvin Austin III","WR","NYG",26.97,NA,NA,NA,NA,NA,26.97,NA,NA,NA,NA,NA
"16499","Chris Blair","WR","ATL",26.87,314.33,NA,NA,NA,NA,26.87,NA,NA,NA,NA,NA
"15970","Lucas Krull","TE","DEN",26.83,NA,NA,NA,NA,NA,28.55,NA,NA,25.1,NA,NA
"17627","Matthew Hibner","TE","BAL",26.53,355.56,NA,23.7,NA,NA,21.64,NA,1.5,59.3,NA,NA
"16413","Malik Heath","WR","ATL",26.24,NA,NA,NA,NA,NA,26.24,NA,NA,NA,NA,NA
"17620","Kaden Wetjen","WR","PIT",26.07,327.5,NA,NA,NA,NA,26.07,NA,NA,NA,NA,NA
"17476","Nicholas Singleton","RB","TEN",25.8,219.54,NA,20.5,21.4,9.5,26.9,NA,0.1,76.4,NA,170.3
"17213","Jackson Hawes","TE","BUF",25.69,372.5,NA,34,NA,NA,20.96,NA,2.6,45.2,NA,NA
"17481","Demond Claiborne","RB","MIN",25.52,251.18,NA,23.5,13.8,27.4,NA,NA,1.6,61.6,NA,170.2
"17048","Kaleb Johnson","RB","GBP",25.39,247.03,NA,NA,5.3,NA,21.24,NA,0.8,74.2,NA,170
"17254","Konata Mumpfield","WR","LAR",25.36,317.9,NA,NA,21.4,38.6,39.63,NA,1.8,NA,NA,170
"13676","Durham Smythe","TE","BAL",25.28,356.5,NA,21.9,NA,NA,51.63,NA,2.4,25.2,NA,NA
"13832","Jason Sanders","K","NYJ",25,362.25,NA,NA,NA,NA,NA,NA,NA,27,NA,NA
"15800","Connor Heyward","TE","LVR",24.76,NA,NA,36.2,NA,NA,19.4,NA,2.1,36.1,NA,NA
"13377","Tim Patrick","WR","NYJ",24.37,342.25,NA,NA,NA,NA,47.04,NA,1.7,NA,NA,NA
"17205","KeAndre Lambert-Smith","WR","LAC",24.3,336.5,NA,NA,20.1,31.5,44.99,NA,0.6,NA,NA,170
"15916","Drew Ogletree","TE","IND",23.96,NA,NA,21.5,NA,NA,47.77,NA,2.6,NA,NA,NA
"15941","Dareke Young","WR","LVR",23.94,NA,NA,NA,NA,NA,23.94,NA,NA,NA,NA,NA
"17505","Elijah Sarratt","WR","BAL",23.44,269.81,NA,NA,26.4,NA,20.48,NA,NA,NA,NA,170
"12141","Marcus Mariota","QB","WAS",23.27,353.14,NA,24.28,NA,NA,3.93,NA,4.32,53.66,NA,NA
"16197","Jonathan Mingo","WR","DAL",23.07,NA,NA,NA,NA,NA,45.24,NA,0.9,NA,NA,NA
"12325","Michael Burton","RB","CLE",23,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"15882","Cade York","K","FA",23,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA
"14358","Jake Browning","QB","FA",22.94,NA,NA,NA,NA,NA,NA,NA,NA,20.94,NA,NA
"17651","Josh Cuevas","TE","BAL",22.67,NA,NA,23.7,NA,NA,21.64,NA,NA,NA,NA,NA
"17079","Tez Johnson","WR","TBB",22.45,317.48,NA,NA,23,NA,40.25,NA,4.1,NA,NA,170
"16474","Nate Adkins","TE","DEN",22.41,NA,NA,44.8,NA,NA,19.13,NA,2,23.7,NA,NA
"17478","Kaytron Allen","RB","WAS",22.38,235.12,NA,27.3,12,32.3,23.66,NA,1.8,37.2,NA,170.3
"16940","Blake Whiteheart","TE","CLE",22.24,NA,NA,NA,NA,NA,41.08,NA,3.4,NA,NA,NA
"15929","Ko Kieft","TE","TBB",22.1,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA
"16425","Julian Hill","TE","NEP",22.04,NA,NA,NA,NA,NA,19.77,NA,NA,24.3,NA,NA
"15727","Bam Knight","RB","ARI",21.99,304.09,NA,19.6,0,NA,11.89,NA,5,50.5,NA,170.1
"16601","Will Shipley","RB","PHI",21.79,305.05,NA,NA,23.3,38.5,12.67,NA,1.5,33,NA,170.2
"16171","Kendre Miller","RB","NOS",21.63,277.35,NA,21.8,15.2,30.7,17.78,NA,3.5,40.8,NA,170.2
"16595","Audric Estime","RB","NOS",21.4,311.48,NA,23.6,NA,NA,11.4,NA,3.7,46.9,NA,NA
"16218","Payne Durham","TE","TBB",21.37,NA,NA,23.1,NA,NA,38.6,NA,2.4,NA,NA,NA
"17545","Jack Endries","TE","CIN",21.07,NA,NA,31.3,NA,NA,NA,NA,0.6,31.3,NA,NA
"17655","Seydou Traore","TE","MIA",20.73,NA,NA,23.8,NA,NA,NA,NA,0.7,37.7,NA,NA
"17232","LaJohntay Wester","WR","BAL",20.48,NA,NA,NA,NA,NA,20.48,NA,NA,NA,NA,NA
"16630","Isaiah Williams","WR","NYJ",20.34,315.33,NA,NA,24.7,42.6,10.86,NA,3.2,NA,NA,170
"17134","Kyle Williams","WR","NEP",20.12,275.79,NA,NA,47.2,NA,9.96,NA,3.2,NA,NA,170
"16584","J.J. McCarthy","QB","MIN",19.86,330.94,NA,9.38,9.2,15.24,4.37,NA,3.56,62.74,NA,169.9
"13315","Eric Saubert","TE","SEA",19.76,NA,NA,NA,NA,NA,37.33,NA,2.2,NA,NA,NA
"13348","David Moore","WR","CAR",19.65,NA,NA,NA,NA,NA,19.65,NA,NA,NA,NA,NA
"15718","Tyler Badie","RB","DEN",19.61,376.2,NA,NA,0,NA,19.04,NA,1.8,37.7,NA,170.1
"16483","Ben Sims","TE","MIA",19.51,NA,NA,NA,NA,NA,19.51,NA,NA,NA,NA,NA
"15303","Simi Fehoko","WR","ARI",19.37,NA,NA,NA,NA,NA,19.37,NA,NA,NA,NA,NA
"15238","Justin Fields","QB","KCC",19.34,341.57,NA,10.02,11.14,13.38,4.74,NA,2.42,67.92,NA,170
"17414","Nick Kallerup","TE","SEA",19.32,NA,NA,NA,NA,NA,19.32,NA,NA,NA,NA,NA
"16634","Xavier Weaver","WR","FA",18.98,NA,NA,NA,NA,NA,18.98,NA,NA,NA,NA,NA
"17269","Efton Chism","WR","NEP",18.46,NA,NA,NA,7.3,NA,29.63,NA,NA,NA,NA,170
"16613","Dylan Laube","RB","LVR",18.42,333.5,NA,NA,0,NA,37.43,NA,0.5,NA,NA,170.1
"16746","Rasheen Ali","RB","BAL",18.39,329.73,NA,23,13,18.6,36.15,NA,1.2,NA,NA,170.1
"16648","Jared Wiley","TE","KCC",18.37,NA,NA,26.6,NA,NA,10.14,NA,NA,NA,NA,NA
"12155","Ameer Abdullah","RB","JAC",18.26,332.83,NA,26.7,1.7,NA,42.94,NA,1.7,NA,NA,170
"17234","Jimmy Horn","WR","CAR",18.25,366.67,NA,NA,18.3,NA,34.34,NA,2.1,NA,NA,170
"16391","Hunter Luepke","RB","DAL",18.13,334.6,NA,NA,NA,NA,34.06,NA,2.2,NA,NA,NA
"16732","Anthony Gould","WR","IND",18.09,NA,NA,NA,NA,NA,18.09,NA,NA,NA,NA,NA
"17278","Coleman Owen","WR","IND",17.99,NA,NA,NA,NA,NA,17.99,NA,NA,NA,NA,NA
"16312","Josh Whyle","TE","GBP",17.83,NA,NA,24.6,NA,NA,18.1,NA,1.7,26.9,NA,NA
"16688","Isaac Guerendo","RB","SFO",17.62,306.29,NA,24.1,NA,NA,26.25,NA,2.5,NA,NA,NA
"16428","Xavier Smith","WR","LAR",17.45,323.75,NA,NA,8.4,NA,41.65,NA,2.3,NA,NA,170
"17644","Tanner Koziol","TE","JAC",17.33,372.6,NA,27.1,NA,NA,NA,NA,0.5,24.4,NA,NA
"17567","Oscar Delp","TE","NOS",17.28,314.46,NA,28.5,NA,NA,0,NA,0.4,40.4,NA,NA
"17097","Tai Felton","WR","MIN",17.26,363.91,NA,NA,NA,15.8,35.08,NA,0.9,NA,NA,NA
"16647","Brevyn Spann-Ford","TE","DAL",17.25,NA,NA,27.6,NA,NA,10.89,NA,2.6,27.9,NA,NA
"17086","Jalen Royals","WR","KCC",17.03,325.09,NA,NA,20.8,NA,28.68,NA,1.6,NA,NA,170
"17062","Raheim Sanders","RB","CLE",16.9,324.88,NA,20.4,NA,25.7,19.3,NA,2.2,NA,NA,NA
"13678","Ian Thomas","TE","LVR",16.66,NA,NA,24.7,NA,NA,23.57,NA,1.7,NA,NA,NA
"15766","Skyy Moore","WR","GBP",16.64,NA,NA,NA,NA,NA,32.68,NA,0.6,NA,NA,NA
"15419","Kylen Granson","TE","TEN",16.48,NA,NA,24.3,NA,NA,9.11,NA,1.4,31.1,NA,NA
"17034","Quinn Ewers","QB","JAC",16.47,346.5,NA,10.18,NA,NA,0.21,NA,0.56,46.68,NA,NA
"17549","Sam Roush","TE","CHI",16,NA,NA,27.1,NA,NA,0,NA,0.5,36.4,NA,NA
"17091","Ja'Corey Brooks","WR","FA",15.68,NA,NA,NA,NA,NA,15.68,NA,NA,NA,NA,NA
"17463","Ty Simpson","QB","LAR",15.62,352.24,NA,35.16,8.34,9.78,4.53,NA,NA,NA,NA,170
"9064","Joe Flacco","QB","CIN",15.37,350,NA,8.56,8.7,NA,4.5,NA,3.04,44.16,NA,170
"15241","Mac Jones","QB","SFO",14.97,340.29,NA,10.48,8.04,11.22,4.19,NA,1.42,46.02,NA,170
"16113","Stone Smartt","TE","NOS",14.95,NA,NA,NA,NA,NA,0,NA,NA,29.9,NA,NA
"17508","Skyler Bell","WR","BUF",14.94,290.55,NA,NA,34.4,NA,9.63,NA,0.79,NA,NA,169.9
"17521","Zavion Thomas","WR","CHI",14.87,326.03,NA,NA,34.4,NA,9.1,NA,1.1,NA,NA,169.8
"13879","Kyle Allen","QB","BUF",14.71,NA,NA,8.04,NA,9.84,10.4,NA,NA,NA,NA,NA
"15244","Feleipe Franks","TE","CAR",14.4,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA
"12955","Chris Manhertz","TE","NYG",14.37,NA,NA,23.5,NA,NA,18.8,NA,0.8,NA,NA,NA
"16883","Kameron Johnson","WR","TBB",13.98,NA,NA,NA,NA,NA,27.36,NA,0.6,NA,NA,NA
"15953","Brittain Brown","RB","CHI",13.92,364,NA,NA,NA,NA,13.92,NA,NA,NA,NA,NA
"16636","Malachi Corley","WR","CLE",13.89,NA,NA,NA,10.8,NA,29.18,NA,1.7,NA,NA,170
"17011","Jared Wayne","WR","HOU",13.81,NA,NA,NA,NA,NA,26.42,NA,1.2,NA,NA,NA
"17274","Corey Kiner","RB","NEP",13.76,340.3,NA,25.1,NA,NA,15.38,NA,0.8,NA,NA,NA
"17396","Ke'Shawn Williams","WR","CIN",13.7,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA
"11679","Odell Beckham","WR","NYG",13.4,315.43,NA,NA,26.3,NA,NA,NA,0.5,NA,NA,169.4
"16585","Joe Milton","QB","DAL",13.28,361.56,NA,NA,NA,11.28,NA,NA,NA,NA,NA,NA
"16586","Spencer Rattler","QB","NOS",13.24,NA,NA,10.1,NA,NA,3.77,NA,6.44,27.76,NA,NA
"17243","Thomas Fidone","TE","NYG",13.05,NA,NA,26.1,NA,NA,0,NA,NA,NA,NA,NA
"16152","Anthony Richardson","QB","IND",12.85,345.79,NA,12.44,NA,NA,4.19,NA,0.74,29.36,NA,NA
"15650","Adam Prentice","RB","DEN",12.76,NA,NA,NA,NA,NA,12.76,NA,NA,NA,NA,NA
"17064","Jarquez Hunter","RB","MIA",12.44,313.72,NA,NA,NA,NA,12.44,NA,NA,NA,NA,NA
"15335","Luke Farrell","TE","SFO",12.37,NA,NA,NA,NA,NA,10.12,NA,2.8,24.6,NA,NA
"17058","Tahj Brooks","RB","CIN",12.24,301.85,NA,NA,18.8,9.9,16.29,NA,0.5,NA,NA,170.2
"12140","Jameis Winston","QB","NYG",12.24,355.44,NA,7.92,8.82,15.88,4.57,NA,3.48,24.26,NA,170
"17036","Will Howard","QB","PIT",12.14,NA,NA,NA,NA,10.14,NA,NA,NA,NA,NA,NA
"11760","Jimmy Garoppolo","QB","LAR",12.08,NA,NA,NA,NA,NA,NA,NA,NA,10.08,NA,NA
"14067","Gardner Minshew","QB","ARI",11.92,352,NA,11.66,NA,NA,4.13,NA,0.32,28.7,NA,NA
"16175","Roschon Johnson","RB","CHI",11.85,311.93,NA,34.4,NA,11.3,0,NA,1.7,NA,NA,NA
"17685","Eli Heidenreich","RB","PIT",11.2,317.48,NA,21.8,NA,NA,NA,NA,0.6,NA,NA,170
"14420","Alec Ingold","RB","LAC",10.9,297.5,NA,NA,NA,NA,21,NA,0.8,NA,NA,NA
"14789","Tyler Huntley","QB","BAL",10.87,NA,NA,12.12,NA,NA,3.4,NA,1.34,24.06,NA,NA
"17040","Brady Cook","QB","MIA",10.86,NA,NA,8.86,NA,NA,NA,NA,NA,NA,NA,NA
"15702","Tanner McKee","QB","PHI",10.84,NA,NA,10.76,NA,NA,NA,NA,0.56,21.2,NA,NA
"17529","Brenen Thompson","WR","LAC",10.47,317.95,NA,NA,29.3,NA,0,NA,2.5,NA,NA,170
"16153","Stetson Bennett","QB","LAR",10.4,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA
"17419","Keleki Latu","TE","BUF",10.33,NA,NA,NA,NA,NA,20.46,NA,0.2,NA,NA,NA
"16706","Tip Reiman","TE","ARI",10.2,NA,NA,NA,NA,NA,19.7,NA,0.7,NA,NA,NA
"17542","Colbie Young","WR","CIN",10.14,332.14,NA,NA,30.1,NA,0,NA,0.31,NA,NA,170
"14319","Andrew Beck","RB","NYJ",9.97,NA,NA,21.3,NA,NA,7.21,NA,1.4,NA,NA,NA
"17469","Jalon Daniels","QB","TBB",9.8,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA
"15252","Davis Mills","QB","HOU",9.79,367.75,NA,12.3,NA,11.24,3.83,NA,3.56,12.92,NA,NA
"10413","Tyrod Taylor","QB","GBP",9.74,376,NA,12.1,NA,NA,4.05,NA,2.24,15.64,NA,NA
"13595","Mason Rudolph","QB","PIT",9.68,NA,NA,11.1,NA,NA,4.19,NA,2.12,18.44,NA,NA
"15414","Kene Nwangwu","RB","NYJ",9.68,358.2,NA,19.6,0,NA,9.95,NA,0.1,NA,NA,170.1
"14110","David Sills","WR","TBB",9.56,NA,NA,NA,NA,NA,9.56,NA,NA,NA,NA,NA
"17084","Ricky White","WR","SEA",9.32,NA,NA,NA,NA,NA,9.32,NA,NA,NA,NA,NA
"14555","Gunner Olszewski","WR","NYG",9.31,NA,NA,NA,NA,NA,9.31,NA,NA,NA,NA,NA
"15925","John FitzPatrick","TE","GBP",9.24,NA,NA,NA,NA,NA,9.24,NA,NA,NA,NA,NA
"15491","Ben Skowronek","WR","PIT",9.23,NA,NA,NA,NA,NA,16.97,NA,1.5,NA,NA,NA
"17654","Cole Payton","QB","PHI",9.2,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA
"14847","Devin Duvernay","WR","ARI",9.18,NA,NA,NA,NA,0,18.36,NA,NA,NA,NA,NA
"15765","Kevin Austin","WR","NOS",8.98,355,NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA
"15726","Ronnie Rivers","RB","LAR",8.93,342.63,NA,NA,NA,NA,17.16,NA,0.7,NA,NA,NA
"16416","Xavier Gipson","WR","FA",8.8,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
"16958","Ryan Miller","WR","MIA",8.8,NA,NA,NA,NA,NA,17.39,NA,0.2,NA,NA,NA
"16949","Brycen Tremayne","WR","CAR",8.67,NA,NA,NA,NA,NA,16.24,NA,1.1,NA,NA,NA
"17038","Kyle McCord","QB","MIA",8.52,NA,NA,6.52,NA,NA,NA,NA,NA,NA,NA,NA
"17541","Barion Brown","WR","NOS",8.34,309.2,NA,NA,16.1,NA,NA,NA,0.59,NA,NA,170
"17752","Dohnte Meyers","WR","CIN",8.3,298.2,NA,NA,8.3,NA,NA,NA,NA,NA,NA,170
"14063","Jarrett Stidham","QB","DEN",8.28,NA,NA,11.66,NA,NA,4.21,NA,NA,NA,NA,NA
"17385","Carter Runyon","TE","LVR",8.24,NA,NA,NA,NA,NA,8.24,NA,NA,NA,NA,NA
"16405","John Parker Romo","K","FA",8,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"16173","Eric Gray","RB","FA",7.97,NA,NA,NA,NA,NA,7.97,NA,NA,NA,NA,NA
"15785","Bo Melton","WR","GBP",7.9,NA,NA,NA,12.9,NA,NA,NA,2.9,NA,NA,170
"15240","Trey Lance","QB","LAC",7.88,372,NA,9.86,NA,NA,4.03,NA,1.08,11.86,NA,NA
"10313","Andy Dalton","QB","PHI",7.85,NA,NA,9.9,NA,NA,4.1,NA,1.48,15.24,NA,NA
"16957","Terrell Jennings","RB","FA",7.73,335.2,NA,NA,NA,NA,7.73,NA,NA,NA,NA,NA
"15692","Kenny Pickett","QB","CAR",7.66,NA,NA,9.6,NA,10,3.39,NA,2.8,NA,NA,NA
"13119","Joshua Dobbs","QB","DET",7.65,NA,NA,12.1,NA,NA,NA,NA,0.04,10.82,NA,NA
"12645","Laquon Treadwell","WR","IND",7.5,NA,NA,NA,14.8,NA,NA,NA,0.1,NA,NA,170
"16384","Tyson Bagent","QB","CHI",7.35,350.67,NA,11.72,NA,12.4,4.4,NA,0.2,NA,NA,NA
"13115","Mitchell Trubisky","QB","TEN",7.34,NA,NA,9.62,NA,8.16,3.15,NA,0.05,13.02,NA,NA
"16606","Kendall Milton","RB","CIN",7.2,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA
"12610","Carson Wentz","QB","MIN",7.12,229,NA,NA,NA,NA,NA,NA,0.98,11.06,NA,NA
"16775","Joshua Karty","K","FA",7,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"9694","Graham Gano","K","FA",7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
"17648","Riley Nowakowski","RB","PIT",6.9,NA,NA,NA,6.9,NA,0,NA,4.8,NA,NA,170
"16451","Tyrell Shavers","WR","BUF",6.73,NA,NA,NA,NA,NA,10.06,NA,3.4,NA,NA,NA
"13143","Jeremy McNichols","RB","WAS",6.61,333.73,NA,NA,NA,NA,6.61,NA,NA,NA,NA,NA
"15713","Jerome Ford","RB","FA",6.55,296.2,NA,NA,NA,NA,6.55,NA,NA,NA,NA,NA
"17467","Cade Klubnik","QB","NYJ",6.46,348,NA,8.5,NA,9.98,3.32,NA,1.24,NA,NA,NA
"16678","Sione Vaki","RB","DET",6.25,316.3,NA,NA,4.6,NA,8.24,NA,6.3,NA,NA,170.1
"16299","Derius Davis","WR","LAC",5.99,NA,NA,NA,7.9,NA,8.7,NA,1.37,NA,NA,170
"14057","Drew Lock","QB","SEA",5.9,NA,NA,10.46,NA,NA,3.95,NA,0.6,NA,NA,NA
"14083","Travis Homer","RB","PIT",5.81,NA,NA,NA,NA,NA,5.81,NA,NA,NA,NA,NA
"16441","Tommy DeVito","QB","NEP",5.64,NA,NA,12.42,NA,NA,3.69,NA,0.12,NA,NA,NA
"11640","Teddy Bridgewater","QB","FA",5.28,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA
"16364","Jalen Brooks","WR","ARI",5.22,NA,NA,NA,NA,NA,9.24,NA,1.2,NA,NA,NA
"13940","Johnny Mundt","TE","PHI",5.22,NA,NA,NA,NA,NA,8.54,NA,1.9,NA,NA,NA
"13669","Malik Turner","WR","FA",5.18,NA,NA,NA,NA,NA,5.18,NA,NA,NA,NA,NA
"16422","Nikko Remigio","WR","KCC",5.16,NA,NA,NA,NA,NA,9.61,NA,0.7,NA,NA,NA
"15771","Tay Martin","WR","DET",5.1,NA,NA,NA,9.7,NA,NA,NA,0.5,NA,NA,170
"16831","David Martin-Robinson","TE","TEN",4.99,NA,NA,NA,NA,NA,9.28,NA,0.7,NA,NA,NA
"15965","Julius Chestnut","RB","TEN",4.55,352.6,NA,NA,NA,NA,8.71,NA,0.4,NA,NA,NA
"17033","Jalen Milroe","QB","SEA",4.53,NA,NA,8.96,NA,NA,NA,NA,0.1,NA,NA,NA
"16816","British Brooks","RB","HOU",4.4,371.5,NA,NA,NA,NA,7.8,NA,1,NA,NA,NA
"15103","Reggie Gilliam","RB","NEP",4.08,345.67,NA,NA,NA,NA,7.77,NA,0.4,NA,NA,NA
"8930","Matt Prater","K","FA",4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"16640","Jacob Cowing","WR","SFO",3.7,348.6,NA,NA,7.4,NA,0,NA,NA,NA,NA,170
"15693","Sam Howell","QB","DAL",2.76,NA,NA,NA,NA,NA,4.44,NA,0.6,NA,NA,NA
"17648","Riley Nowakowski","TE","PIT",2.3,NA,NA,NA,6.9,NA,0,NA,4.8,NA,NA,170
"16763","Tejhaun Palmer","WR","FA",2.2,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA
"17333","Darius Cooper","WR","PHI",0.9,NA,NA,NA,NA,NA,0,NA,1.8,NA,NA,NA
"16159","Aidan O'Connell","QB","LVR",0.76,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA
"13124","Cooper Rush","QB","ATL",0.56,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA
"17348","Nathan Carter","RB","ATL",0.4,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA
"15288","Elijah Moore","WR","PHI",0.4,334.4,NA,NA,NA,NA,0,NA,0.8,NA,NA,NA
"17175","Arian Smith","WR","NYJ",0.4,NA,NA,NA,NA,NA,0,NA,0.8,NA,NA,NA
"17527","Josh Cameron","WR","JAC",0.4,349,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA
"17641","Max Bredeson","TE","MIN",0.4,316.6,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA
"13427","Robert Tonyan","TE","PIT",0.3,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA
"17696","Carsen Ryan","TE","CLE",0.3,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA
"17192","Jordan Watkins","WR","SFO",0.2,327.33,NA,NA,NA,NA,0,NA,0.4,NA,NA,NA
"16622","Ricky Pearsall","WR","SFO",0.16,NA,114.9,NA,NA,NA,0.16,NA,NA,NA,114.9,NA
"17707","J Michael Sturdivant","WR","GBP",0.1,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
