"id","player","pos","team","avg_projection","overall_ecr","adp_average","CBS","ESPN","FFToday","FanDuel","FantasyPros","FantasySharks","RTSports","adp_yahoo","adp_espn"
"13192","David Njoku","TE","LAC",95.6,253.56,123.8,118.3,105.7,99.9,75.01,NA,4.9,169.8,123.8,169.7
"17502","Omar Cooper Jr.","WR","NYJ",95.02,183.19,NA,119.3,85.8,81.5,115.53,NA,3.2,168.8,NA,171.1
"16684","Malik Washington","WR","MIA",94.82,186.5,NA,111.2,110.9,111.1,86.38,NA,10.4,152.9,NA,170
"14244","Matt Gay","K","LVR",94.76,NA,NA,113.24,80,31,NA,NA,5.5,29,NA,169.6
"16723","AJ Barner","TE","SEA",94.75,208.88,125.3,135,114.1,128.4,78.68,NA,7.5,103.3,125.3,169.8
"0524","Minnesota Vikings","DST","MIN",94.66,185.62,NA,142.1,108,115,67.89,117.3,5.7,102,NA,169
"11947","Brandon McManus","K","FA",94.62,276.57,NA,NA,NA,NA,140.49,NA,NA,29,NA,NA
"0501","Buffalo Bills","DST","BUF",93.96,224.29,129.5,122.9,108,113,73.04,111.3,5.1,120,129.5,169
"13980","Mike Badgley","K","FA",93.79,NA,NA,NA,NA,NA,159.54,NA,NA,17,NA,NA
"17099","Oronde Gadsden","TE","LAC",93.43,227.27,NA,107.4,80.2,81.4,163.6,NA,8.5,123.9,NA,170.2
"0514","Los Angeles Chargers","DST","LAC",93.23,190.94,139.4,131.5,111,110,71.61,113.8,6.8,109,139.4,165.5
"16788","Devaughn Vele","WR","NOS",93.07,241.09,NA,129.6,121.3,100.4,47.49,NA,8.2,151.4,NA,171.6
"13672","Mike Gesicki","TE","CIN",93,277.43,NA,121.1,95.3,112,109.68,NA,8,112.3,NA,170.2
"15788","Jalen Tolbert","WR","MIA",91.85,294.22,NA,NA,91.2,84.6,113.5,NA,5.6,164.2,NA,170.5
"0515","Seattle Seahawks","DST","SEA",91.81,167.24,108.9,131.4,105,109,70.34,114.6,9.1,102,108.9,113.1
"0528","Los Angeles Rams","DST","LAR",91.7,164.76,87.2,133.2,108,103,70.62,113.6,5.7,108,87.2,100.3
"16626","Adonai Mitchell","WR","NYJ",91.39,168.51,NA,101.9,129.4,108.2,56.53,NA,6.9,149.4,NA,171.3
"17107","Terrance Ferguson","TE","LAR",91.36,204.94,NA,111.9,133.9,121,91.48,NA,2.4,83.9,NA,168.4
"17072","Tre Harris","WR","LAC",91.2,183.39,NA,NA,88,85.5,109.12,NA,5.9,167.1,NA,171.1
"17503","Germie Bernard","WR","PIT",90.69,235.28,NA,110.1,109.6,115.2,78.76,NA,1.2,133.3,NA,171.3
"15749","Isiah Pacheco","RB","DET",90.61,199.66,125.4,95.2,71.1,60.1,121.17,NA,NA,113.5,125.4,162.3
"0518","Philadelphia Eagles","DST","PHI",90.46,174.73,123.8,125.2,100,103,70.17,NA,6.4,129,123.8,137.9
"0522","Detroit Lions","DST","DET",90.01,219.73,136.6,133.1,105,100,71.7,111.1,5.2,105,136.6,155.2
"11247","Zach Ertz","TE","FA",89.5,374.4,NA,NA,NA,NA,NA,NA,NA,89.5,NA,NA
"13189","Evan Engram","TE","DEN",88.06,253.52,NA,121.9,105.4,123.4,82.08,NA,6,89.6,NA,170
"12263","Darren Waller","TE","CAR",88,266.64,NA,128.9,114.3,104.7,NA,NA,4.1,NA,NA,170.4
"0526","Atlanta Falcons","DST","ATL",87.03,274.28,NA,141.2,105,93,67.18,109.1,6.6,89,NA,170
"17047","Dylan Sampson","RB","CLE",86.83,152.31,NA,134,86.4,114.1,105.88,NA,5.6,83.4,NA,169.3
"0521","Chicago Bears","DST","CHI",86.56,270.19,NA,122.7,113,93,70.59,NA,6.8,106,NA,169.5
"17080","Jaylin Noel","WR","HOU",86.46,201.31,NA,110.9,129,91.5,106.84,NA,5.7,74.8,NA,171.7
"0531","Baltimore Ravens","DST","BAL",86.02,196.06,138.4,120.4,107,98,72.68,NA,5.7,110,138.4,134.1
"0523","Green Bay Packers","DST","GBP",85.74,207.39,136.3,110.3,108,94,70.4,NA,4.4,121,136.3,169.5
"17517","Ja'Kobi Lane","WR","BAL",85.72,208.79,126.8,151,111,85.4,20.48,NA,2.2,147.9,126.8,168.9
"17105","Gunnar Helm","TE","TEN",85.67,221.26,NA,99.7,125.9,108.5,34.95,NA,8.1,136.9,NA,170.7
"15712","Tyler Allgeier","RB","ARI",85.26,136.62,129.9,97.8,87.9,87.5,123.76,NA,5.9,112.7,129.9,163.2
"17074","Travis Hunter","WR","JAC",84.42,201.23,NA,NA,104.3,85.1,NA,NA,3.3,139,NA,118.6
"0507","Cleveland Browns","DST","CLE",84.38,221.25,132.1,120.8,100,102,66.6,NA,6.4,107,132.1,158.4
"17031","Shedeur Sanders","QB","CLE",83.86,299.64,NA,41.06,145.6,120.12,5.94,NA,4.08,137.08,NA,169.9
"0506","Cincinnati Bengals","DST","CIN",83.45,271.91,NA,122,104,97,71.08,NA,5.5,96,NA,169.8
"15109","Nick Westbrook-Ikhine","WR","IND",83.32,360.79,NA,NA,NA,NA,83.32,NA,NA,NA,NA,NA
"0520","Washington Commanders","DST","WAS",83.24,264.14,NA,108.8,117,83,69.53,NA,4.2,112,NA,169.8
"0529","New Orleans Saints","DST","NOS",82.98,261.03,NA,123.3,103,99,67.68,NA,7.6,95,NA,170.6
"0517","New York Giants","DST","NYG",82.94,256.33,NA,104.4,103,90,68.37,NA,5.2,122,NA,169.7
"0516","Dallas Cowboys","DST","DAL",82.64,250.18,NA,105.4,104,90,69.46,NA,4,120,NA,167.4
"16583","Michael Penix Jr.","QB","ATL",82.37,281.39,NA,84.08,115.02,90.8,4.15,NA,4.5,162.98,NA,170.1
"0509","Jacksonville Jaguars","DST","JAC",82.04,188.74,137.8,108.8,110,106,68.99,NA,7.9,85,137.8,167.8
"16195","Dontayvion Wicks","WR","PHI",81.05,180.96,NA,96.6,110,90.6,84.41,NA,7.91,96.6,NA,171
"0525","Tampa Bay Buccaneers","DST","TBB",80.89,288,NA,111.8,105,96,68.07,NA,4,96,NA,170.6
"0502","Indianapolis Colts","DST","IND",80.71,277.61,NA,107.8,104,97,69.83,NA,3.8,99,NA,170.1
"0508","Tennessee Titans","DST","TEN",80.45,231.15,NA,119.5,108,81,67.68,NA,6.5,97,NA,169.9
"0504","New England Patriots","DST","NEP",79.93,185.79,129.7,123.5,102,90,71.53,NA,5.5,83,129.7,153.9
"16639","Xavier Legette","WR","CAR",79.61,267.5,NA,NA,96.8,98.7,89.67,NA,6.7,106.2,NA,170.7
"17511","Malachi Fields","WR","NYG",79.6,218.2,NA,NA,85.8,76.5,69.81,NA,0.3,165.6,NA,170.7
"0512","Kansas City Chiefs","DST","KCC",79.48,208.74,132.1,109.8,102,88,71.06,NA,3.5,102,132.1,166.4
"0519","Arizona Cardinals","DST","ARI",78.93,304,NA,101.4,111,85,65.04,NA,5.4,101,NA,169.8
"0530","San Francisco 49ers","DST","SFO",78.72,261.07,126.3,98.7,108,84,70.79,NA,2.5,105,126.3,169.1
"15755","Jahan Dotson","WR","ATL",78.64,281,NA,NA,91.3,57.4,94.96,NA,4.2,145,NA,170.7
"16201","Xavier Hutchinson","WR","HOU",78.34,286.57,NA,114.1,90.4,78.1,101.5,NA,7.6,NA,NA,170.3
"14086","Justice Hill","RB","BAL",78.15,229.63,NA,110.3,124.6,92.2,39.69,NA,6.2,95.9,NA,169.2
"0503","Miami Dolphins","DST","MIA",77.69,296.5,NA,119.7,108,76,64.98,NA,5.8,89,NA,169.7
"17736","Dominic Zvada","K","NYG",77.5,345,NA,32.26,93,41,NA,NA,6.4,NA,NA,169.8
"16174","Chris Rodriguez","RB","JAC",77.37,139.27,130.6,119.8,68.4,97.2,67.53,NA,6.6,108.7,130.6,164.6
"17512","Antonio Williams","WR","WAS",76.88,237.99,NA,131.3,74.6,83.8,40.4,NA,4.5,134.7,NA,170.4
"0513","Las Vegas Raiders","DST","LVR",76.86,272.86,NA,112.3,103,78,69.26,NA,4.6,93,NA,169.8
"16169","Zach Charbonnet","RB","SEA",76.37,155.76,130.7,107.8,132,110.2,0,NA,7.5,104.7,130.7,154.4
"17599","Caleb Douglas","WR","MIA",76.17,204.58,NA,95.5,113.1,105.7,23.79,NA,2.6,120.1,NA,170.9
"0505","New York Jets","DST","NYJ",75.86,319.4,NA,97.1,108,72,69.49,NA,3.6,103,NA,170.3
"17106","Mason Taylor","TE","NYJ",75.59,276.32,NA,126.1,67.5,96.5,61.84,NA,6.9,94.7,NA,170
"14974","Darnell Mooney","WR","NYG",75.18,227.3,NA,NA,65,68.7,102.11,NA,4.1,136,NA,170.3
"17157","Isaac TeSlaa","WR","DET",74.15,221.55,NA,97.4,72.1,90.1,64.62,NA,5.1,115.6,NA,170.3
"14871","Colby Parkinson","TE","LAR",74,264.97,NA,118.4,75.1,79.1,85.07,NA,9.7,80.6,NA,170.2
"15716","Brian Robinson","RB","ATL",73.78,179.28,118.6,81.2,94.9,85,85.4,NA,4,96.2,118.6,168
"0527","Carolina Panthers","DST","CAR",73.71,286.52,NA,105.7,98,82,67.38,NA,4.4,85,NA,169.8
"17078","Jack Bech","WR","LVR",71.72,244.34,NA,NA,65.5,74.6,103.98,NA,4.1,110.4,NA,170.2
"16596","Braelon Allen","RB","NYJ",71.54,179.37,127.3,117.1,74.8,73.2,93.64,NA,4,78.5,127.3,171
"14143","Dawson Knox","TE","BUF",71.26,327.77,NA,93,69.5,76.9,103.84,NA,5.3,79,NA,169.8
"16747","Tyrone Tracy","RB","NYG",70.71,178.13,130.7,101.4,41.9,67.8,85.73,NA,8.5,122.9,130.7,170.4
"17073","Elic Ayomanor","WR","TEN",70.59,256.46,NA,134.9,26.5,37.5,111.63,NA,7.2,105.8,NA,170
"16212","Michael Mayer","TE","LVR",70.27,296.03,NA,86.6,79.4,103,73.62,NA,4.6,74.4,NA,170.2
"14426","Matthew Wright","K","BUF",69.79,NA,NA,NA,NA,NA,149.18,NA,NA,6,NA,NA
"17082","Pat Bryant","WR","DEN",68.89,185.57,NA,NA,72,81.6,78.69,NA,4.8,105.8,NA,170.4
"16216","Darnell Washington","TE","PIT",68.77,296.44,NA,83.3,73.5,67.9,99.99,NA,4.7,81.3,NA,169.8
"14095","Ty Johnson","RB","BUF",68.69,264.92,NA,104.5,82.8,81.1,45.41,NA,5.1,93.2,NA,170.8
"16204","Tank Dell","WR","HOU",68.08,229.82,NA,108.3,0,34,0,NA,NA,130,NA,164.8
"16778","Ryan Flournoy","WR","DAL",67.81,184.94,NA,NA,91.5,101.7,53.34,NA,7.7,84.8,NA,171
"16178","Keaton Mitchell","RB","LAC",67.38,151.67,131.5,75.7,93,73.1,71,NA,3.9,91.6,131.5,169.4
"13133","Samaje Perine","RB","CIN",67.22,256.62,NA,92.5,100.9,74.2,71.11,NA,3.8,73.2,NA,171
"16207","Andrei Iosivas","WR","CIN",67.03,282.65,NA,101.2,64.7,66.1,96.55,NA,6.6,NA,NA,170.2
"15787","Tyquan Thornton","WR","KCC",66.59,265.79,NA,108.4,77.9,74.5,66.04,NA,6.1,NA,NA,170.3
"17652","Adam Randall","RB","BAL",66.08,293.12,NA,77,0,NA,NA,NA,NA,57.2,NA,170.2
"17482","Mike Washington Jr.","RB","LVR",65.43,149.26,123.5,136.8,64.2,62.6,52.71,NA,4,80.3,123.5,163.4
"14122","Darius Slayton","WR","NYG",65.36,272.68,NA,113.6,80.8,71.6,55.42,NA,8.4,NA,NA,170.5
"16342","Demario Douglas","WR","NEP",65.34,270.16,NA,NA,80.6,74.5,98.37,NA,7.9,NA,NA,170.5
"16164","Tank Bigsby","RB","PHI",64.43,168.71,129.3,100.4,62.1,63.6,75.67,NA,5,83.8,129.3,169.7
"13146","James Conner","RB","ARI",64.43,225,NA,95,0,35,54.52,NA,NA,73.7,NA,170.1
"17171","Chimere Dike","WR","TEN",63.73,255.97,NA,123.7,39.2,31.9,78.28,NA,7.7,105.6,NA,169.8
"15767","Velus Jones","RB","SEA",63.23,NA,NA,NA,NA,NA,63.23,NA,NA,NA,NA,NA
"13403","Younghoe Koo","K","FA",62.03,NA,NA,NA,NA,NA,115.16,NA,NA,11,NA,NA
"16617","Keon Coleman","WR","BUF",61.82,248.32,NA,NA,75.8,63.7,51.49,NA,7.2,110.9,NA,170.2
"17506","Chris Bell","WR","MIA",61.55,223.51,NA,128.4,90.9,45.6,0,NA,0.9,107.3,NA,170.6
"14867","Cole Kmet","TE","CHI",60.71,322.16,NA,56.9,56,90.4,78.93,NA,5.41,76.6,NA,169.8
"16189","Marvin Mims","WR","DEN",60.61,272.52,NA,NA,67.8,NA,107.44,NA,6.6,NA,NA,170.1
"15981","KaVontae Turpin","WR","DAL",59.03,314.96,NA,NA,63,74.8,93.83,NA,4.5,NA,NA,169.7
"16649","Theo Johnson","TE","NYG",58.38,286.26,NA,103.9,63.9,64.2,47.37,NA,7.1,63.8,NA,170.1
"16387","Chris Brooks","RB","GBP",58.33,246.2,NA,85.7,74.1,44.3,95.66,NA,2.9,51.7,NA,170.5
"12678","Tyler Higbee","TE","LAR",57.49,323.45,NA,113.9,36.4,55.6,52.13,NA,6.1,80.8,NA,169.9
"17507","Zachariah Branch","WR","ATL",56.35,230.68,NA,NA,81.2,45.2,0,NA,0.6,154.1,NA,170.8
"17353","Jahdae Walker","WR","CHI",56.05,349,NA,105.7,NA,27.7,89.51,NA,1.3,NA,NA,NA
"15254","Najee Harris","RB","NYG",55.94,231.46,NA,70.8,74.8,66.1,NA,NA,4.2,63.8,NA,170.1
"17098","Tory Horton","WR","SEA",55.72,264.83,NA,122.7,63.9,54.5,37.01,NA,3.3,NA,NA,170.2
"10700","Kirk Cousins","QB","LVR",55.67,285.83,NA,37.62,44.38,48.46,106.15,NA,16.26,43.26,NA,169.9
"17544","Eli Stowers","TE","PHI",55.37,289.71,NA,73.3,29.7,NA,0,NA,NA,123.8,NA,170
"17285","Ben Yurosek","TE","MIN",55.2,NA,NA,NA,NA,NA,55.2,NA,NA,NA,NA,NA
"14592","Olamide Zaccheaus","WR","ATL",55.16,320.04,NA,NA,34.2,74.7,106.53,NA,4.1,NA,NA,170
"17520","Ted Hurst","WR","TBB",54.31,240.46,NA,100.7,64.5,32.7,54.9,NA,2.4,74.4,NA,170.2
"17037","Dillon Gabriel","QB","CLE",54.22,NA,NA,NA,NA,NA,NA,NA,NA,52.22,NA,NA
"16619","Troy Franklin","WR","DEN",53.9,223.71,NA,144.1,51.7,69.8,0,NA,7.2,NA,NA,170.1
"17055","Jordan James","RB","SFO",52.91,266.52,NA,122.9,28.2,37,70.54,NA,2.3,64.5,NA,170.6
"14105","Marquise Brown","WR","PHI",52.85,292.37,NA,128.8,34.6,38.7,57.76,NA,4.4,NA,NA,170
"17519","Bryce Lance","WR","NOS",52.68,284.15,NA,140.6,43.1,NA,27.68,NA,3.2,NA,NA,170
"14137","Noah Fant","TE","NOS",51.29,347.47,NA,92.7,41,64.5,39.74,NA,4.3,77.6,NA,170
"16610","Jaylen Wright","RB","MIA",50.83,239.03,NA,58.3,43.8,53.7,75.89,NA,4.5,77.2,NA,170.7
"14805","AJ Dillon","RB","CAR",50.1,338.33,NA,99.8,NA,NA,NA,NA,0.4,NA,NA,NA
"13193","Jonnu Smith","TE","GBP",50.09,354.38,NA,71.3,39.7,NA,42.79,NA,2.9,92.9,NA,170
"13156","JuJu Smith-Schuster","WR","FA",49.64,NA,NA,NA,NA,NA,49.64,NA,NA,NA,NA,NA
"14840","Brandon Aiyuk","WR","SFO",49.17,285.47,NA,NA,NA,23,NA,NA,6,118.5,NA,NA
"13289","Mack Hollins","WR","NEP",48.92,286.3,NA,NA,58.8,61.2,68.78,NA,6.9,NA,NA,170.1
"15319","Joshua Palmer","WR","BUF",48.44,310.98,NA,94.8,48.1,42.4,52.89,NA,4,NA,NA,170
"17706","Malik Benson","WR","LVR",48.2,312.59,NA,117.9,57.7,46.7,23.72,NA,0.8,NA,NA,170
"12677","Austin Hooper","TE","ATL",48.04,362.36,NA,54,45.1,58.5,67.11,NA,2.81,60.7,NA,170
"15258","Michael Carter","RB","TEN",48,328.22,NA,NA,NA,NA,NA,NA,NA,48,NA,NA
"17593","Marlin Klein","TE","HOU",47.57,368.17,NA,80.3,NA,NA,9.01,NA,NA,57.4,NA,NA
"16390","Jaleel McLaughlin","RB","CLE",47.13,308.69,NA,NA,NA,NA,43.87,NA,NA,50.4,NA,NA
"15332","Tommy Tremble","TE","CAR",46.87,351.19,NA,55.2,41.6,55.5,66.81,NA,5.9,56.2,NA,170
"15341","Quintin Morris","TE","JAC",46.67,NA,NA,NA,NA,NA,46.67,NA,NA,NA,NA,NA
"14080","Devin Singletary","RB","NYG",46.65,286.56,NA,21,NA,NA,72.51,NA,6.4,86.7,NA,NA
"16432","Emanuel Wilson","RB","SEA",46.4,240.69,NA,92.2,6.8,11.1,93.22,NA,2.6,76.5,NA,170.2
"16757","Kimani Vidal","RB","LAC",46.3,201.81,NA,81.9,33.9,58.9,29.73,NA,7,66.4,NA,171
"15759","John Metchie","WR","CAR",45.88,337.42,NA,NA,NA,NA,87.96,NA,3.8,NA,NA,NA
"14209","Josh Oliver","TE","MIN",45.81,367.86,NA,70.4,38.1,47.8,56.15,NA,4.2,58.2,NA,170
"16608","George Holani","RB","SEA",45.45,234.58,NA,24.8,42.6,54.1,64.83,NA,5.8,81,NA,170.3
"17485","Kaelon Black","RB","SFO",45.33,223.06,130,117.2,57.3,42.6,0,NA,5.1,57.8,130,170.2
"16643","Ja'Tavion Sanders","TE","CAR",45.29,331.09,NA,50.2,41.4,NA,50.34,NA,3.9,80.6,NA,169.9
"15795","Charlie Kolar","TE","LAC",44.83,282.49,NA,82.2,35.9,55.9,30.27,NA,5.7,59,NA,170
"17591","Nate Boerkircher","TE","JAC",44.7,369.2,NA,56,NA,NA,NA,NA,2.4,76.7,NA,NA
"17337","Zavier Scott","RB","CHI",44.66,330.8,NA,NA,NA,NA,48.31,NA,NA,41,NA,NA
"14079","Miles Sanders","RB","FA",44.5,345.67,NA,NA,NA,NA,NA,NA,NA,44.5,NA,NA
"14079","Miles Sanders","RB","FA",44.5,345.67,NA,NA,NA,NA,NA,NA,NA,44.5,NA,NA
"17108","Elijah Arroyo","TE","SEA",44.36,308.87,NA,27.5,62.4,56.6,28.96,NA,1.8,89.3,NA,169.9
"13418","Kendrick Bourne","WR","ARI",44.34,300.62,NA,NA,52.9,65.7,54.57,NA,4.2,NA,NA,170
"15337","Noah Gray","TE","KCC",44.32,330.2,NA,34.8,58.2,57.4,41.08,NA,4.18,70.3,NA,169.9
"15330","Brevin Jordan","TE","HOU",44.3,NA,NA,NA,NA,NA,NA,NA,NA,44.3,NA,NA
"15301","Tutu Atwell","WR","LAR",43.91,341.35,NA,NA,31.1,NA,98.14,NA,2.5,NA,NA,170
"17069","Jaydon Blue","RB","PHI",43.7,272.96,NA,NA,NA,NA,NA,NA,NA,43.7,NA,NA
"15738","Malik Davis","RB","DAL",43.39,231.13,NA,93.9,54.9,61.5,4.83,NA,4.8,NA,NA,170.4
"14370","Tanner Hudson","TE","CIN",42.91,370,NA,NA,NA,NA,44.71,NA,NA,41.1,NA,NA
"16621","Devontez Walker","WR","BAL",42.65,349.71,NA,80.4,40.9,36.7,53.39,NA,1.8,NA,NA,170
"14870","Adam Trautman","TE","DEN",42.53,373.83,NA,67.2,37.1,NA,49.27,NA,3.7,55.4,NA,170
"16166","Sean Tucker","RB","TBB",42.45,213.64,NA,28.1,33.6,56.4,51.28,NA,4.7,80.6,NA,170.3
"17477","Jonah Coleman","RB","DEN",41.88,147.13,129.3,24.7,74.8,57.5,0,NA,4.8,89.5,129.3,165.2
"16215","Luke Musgrave","TE","GBP",41.84,362,NA,41.8,NA,50.9,64.21,NA,1.9,50.4,NA,NA
"13066","Kalif Raymond","WR","CHI",41.52,316.06,NA,NA,46.5,55.1,60.39,NA,4.1,NA,NA,170
"16219","Davis Allen","TE","LAR",41.19,NA,NA,68,NA,NA,10.47,NA,NA,45.1,NA,NA
"13763","Will Dissly","TE","FA",41,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA
"14315","Ashton Dulin","WR","IND",40.77,338.47,NA,98.6,31.4,NA,31.2,NA,1.9,NA,NA,169.9
"17049","Brashard Smith","RB","KCC",40.7,287.41,NA,65.8,57.6,NA,23.02,NA,3.3,53.8,NA,170.4
"16594","Trey Benson","RB","ARI",39.89,292.8,NA,NA,0,NA,39.89,NA,NA,NA,NA,170
"16645","Erick All","TE","CIN",39.68,315.04,NA,78.2,69.5,NA,22.12,NA,2.1,26.5,NA,170
"16036","Jake Tonges","TE","SFO",39.09,292.16,NA,28.2,22.3,63.5,10.23,NA,6.3,104.4,NA,170.1
"17528","Kevin Coleman","WR","MIA",38.9,322.34,NA,NA,68.2,NA,0,NA,NA,48.5,NA,170.1
"17087","Dont'e Thornton","WR","LVR",38.81,337.48,NA,NA,NA,NA,38.81,NA,NA,NA,NA,NA
"16752","Isaiah Davis","RB","NYJ",38.6,262.48,NA,36.2,46.4,45.2,37.38,NA,3.2,63.2,NA,170.5
"15292","Dyami Brown","WR","WAS",38.33,361.55,NA,NA,49.6,78.7,23.47,NA,1.5,NA,NA,170
"16603","Ray Davis","RB","BUF",38.2,189.17,123.7,NA,33.8,67.5,14.21,NA,5.5,70,123.7,171
"11367","Kyle Juszczyk","RB","SFO",37.5,296.18,NA,64.9,NA,46.9,20.04,NA,4.45,51.2,NA,NA
"15873","Daniel Bellinger","TE","TEN",37.31,364.95,NA,77.2,NA,NA,9.86,NA,4.9,57.3,NA,NA
"17109","Mitchell Evans","TE","CAR",37.06,365.29,NA,42.3,NA,NA,48.5,NA,2.7,52.7,NA,NA
"16393","Jake Bobo","WR","SEA",36.97,NA,NA,NA,NA,NA,36.97,NA,NA,NA,NA,NA
"17061","LeQuint Allen","RB","JAC",36.44,265.22,NA,41.8,43.2,47.7,30.72,NA,1.6,53.6,NA,170.4
"14341","Donald Parham","TE","PIT",35.9,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA
"15991","Tanner Conner","TE","FA",35.89,NA,NA,NA,NA,NA,35.89,NA,NA,NA,NA,NA
"16333","Elijah Higgins","TE","ARI",35.66,368.76,NA,49.1,45.2,NA,30.49,NA,3.1,53.7,NA,169.9
"17474","Emmett Johnson","RB","KCC",35.28,182.94,126.4,22.9,51.7,69.1,8.58,NA,3.9,55.5,126.4,169.9
"16635","Luke McCaffrey","WR","WAS",35.11,324.25,NA,82.2,15,NA,40.46,NA,2.8,NA,NA,169.9
"17215","Robbie Ouzts","RB","SEA",35.11,NA,NA,NA,NA,NA,35.11,NA,NA,NA,NA,NA
"14239","Foster Moreau","TE","HOU",34.93,374.33,NA,36.2,NA,NA,50.3,NA,2.1,51.1,NA,NA
"15626","Brock Wright","TE","DET",34.64,376,NA,88.3,NA,NA,0.57,NA,3.5,46.2,NA,NA
"17076","Isaiah Bond","WR","CLE",34.25,297.31,NA,NA,34.6,52.5,47.29,NA,2.6,NA,NA,170
"13455","Patrick Ricard","RB","NYG",33.86,298.5,NA,NA,NA,NA,33.86,NA,NA,NA,NA,NA
"17056","Trevor Etienne","RB","CAR",33.84,299.97,NA,NA,NA,14.7,41.92,NA,NA,44.9,NA,NA
"17547","Max Klare","TE","LAR",33.81,333.17,NA,29.7,7.8,NA,42.67,NA,0.8,88.1,NA,170
"17607","Eli Raridon","TE","NEP",33.72,316.86,NA,56.1,43.9,NA,10.39,NA,4,57.2,NA,170
"14118","Lil'Jordan Humphrey","WR","DEN",33.37,379.67,NA,NA,NA,NA,64.74,NA,2,NA,NA,NA
"15752","Treylon Burks","WR","WAS",33.28,316.87,NA,NA,42.7,35.9,53.5,NA,1,NA,NA,170
"17184","Jaylin Lane","WR","WAS",32.87,353.85,NA,NA,26.9,NA,38.85,NA,NA,NA,NA,170
"13919","Anthony Firkser","TE","FA",32.86,NA,NA,NA,NA,NA,32.86,NA,NA,NA,NA,NA
"15804","Grant Calcaterra","TE","PHI",32.68,NA,NA,40.5,NA,NA,9.14,NA,NA,48.4,NA,NA
"17035","Riley Leonard","QB","IND",32.68,353.25,NA,NA,NA,17.26,NA,NA,3.62,68.76,NA,NA
"17466","Carson Beck","QB","ARI",32.65,321.34,NA,NA,28.94,28.36,NA,NA,NA,NA,NA,170
"16221","Luke Schoonmaker","TE","DAL",32.44,378.25,NA,34.3,NA,NA,53.68,NA,1.8,40,NA,NA
"12785","Demarcus Robinson","WR","SFO",32.42,335.07,NA,97,21.8,NA,5.32,NA,5.4,NA,NA,170
"16633","Jordan Whittington","WR","LAR",32.42,355.18,NA,NA,23.7,41.7,61.48,NA,2.8,NA,NA,170
"14984","Charlie Woerner","TE","ATL",32.19,NA,NA,48.6,NA,NA,46.65,NA,1.31,NA,NA,NA
"15285","Tylan Wallace","WR","CLE",32.16,NA,NA,NA,NA,NA,32.16,NA,NA,NA,NA,NA
"16168","Israel Abanikanda","RB","DAL",31.82,NA,NA,NA,NA,NA,31.82,NA,NA,NA,NA,NA
"15796","Jeremy Ruckert","TE","NYJ",31.79,382.5,NA,58.6,NA,NA,22.76,NA,2.8,43,NA,NA
"16858","Mason Tipton","WR","NOS",31.44,NA,NA,NA,NA,NA,61.88,NA,1,NA,NA,NA
"17605","Will Kacmarek","TE","MIA",31.25,357.67,NA,83.8,41.5,NA,0,NA,1.9,NA,NA,170
"16629","Roman Wilson","WR","PIT",30.91,303.29,NA,NA,31.5,0,87.92,NA,4.2,NA,NA,170
"16220","Will Mallory","TE","IND",30.82,NA,NA,23.7,NA,NA,37.94,NA,NA,NA,NA,NA
"16644","Ben Sinnott","TE","WAS",30.76,355.36,NA,35.2,NA,NA,41.16,NA,2.4,44.3,NA,NA
"17321","Brennan Presley","WR","LAR",30.34,NA,NA,NA,NA,NA,30.34,NA,NA,NA,NA,NA
"17518","Cyrus Allen","WR","KCC",29.97,218.41,NA,NA,55.5,67.5,0,NA,0.1,26.5,NA,169.8
"17059","Ollie Gordon","RB","MIA",29.87,258.93,NA,15.4,32.3,36.9,35.84,NA,1.9,57.3,NA,170.7
"17548","Justin Joly","TE","MIA",29.85,353.68,NA,23.8,NA,NA,NA,NA,NA,35.9,NA,NA
"13675","Tyler Conklin","TE","DET",29.8,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA
"17046","Devin Neal","RB","FA",29.67,283.73,NA,NA,NA,NA,3.54,NA,NA,55.8,NA,NA
"14146","Drew Sample","TE","CIN",29.59,366.67,NA,29,46.3,NA,31.55,NA,4,37.1,NA,170
"13246","Mo Alie-Cox","TE","IND",29.23,NA,NA,NA,NA,NA,47.69,NA,2.9,37.1,NA,NA
"17660","Bauer Sharp","TE","TBB",29,NA,NA,28.3,NA,NA,NA,NA,NA,29.7,NA,NA
"15344","John Bates","TE","WAS",28.98,340.71,NA,50.3,NA,NA,32.21,NA,1.8,33.6,NA,NA
"17699","Dallen Bentley","TE","DEN",28.4,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA
"16850","Jacob Saylors","RB","DET",28.23,282.54,NA,27.6,45.8,39.5,0,NA,NA,NA,NA,170.2
"15840","Jelani Woods","TE","NYJ",28.2,371.5,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA
"17475","Seth McGowan","RB","IND",28.01,263.64,NA,30.7,34.7,41.5,13.97,NA,2.5,44.7,NA,170.3
"16642","Cade Stover","TE","HOU",27.6,379,NA,33.3,36.3,NA,21.88,NA,2.2,43.1,NA,170
"15334","Hunter Long","TE","ARI",27.5,NA,NA,26.8,NA,NA,55.01,NA,0.7,NA,NA,NA
"17096","Savion Williams","WR","GBP",27.43,349.31,NA,NA,38.5,34.9,8.9,NA,NA,NA,NA,170
